web_scraper_order,web_scraper_start_url,conteani,price,image,data4,data6,data7
"1765118238-343","https://sn.coinafrique.com/categorie/chiens?page=7","","","https://images.coinafrique.com/thumb_3386631_uploaded_image1_1634256262.jpg","Dakar, Sénégal","150 000CFA","Chiot berger allemand pur-sang"
"1765118238-344","https://sn.coinafrique.com/categorie/chiens?page=7","","","https://images.coinafrique.com/thumb_3384914_uploaded_image1_1634172104.jpg","Point E, Dakar, Sénégal","115 000CFA","Chiot labrador"
"1765118238-345","https://sn.coinafrique.com/categorie/chiens?page=7","","","https://images.coinafrique.com/thumb_3378709_uploaded_image1_1633875698.jpg","Parcelle Assainies, Dakar, Sénégal","175CFA","Chiots berger allemand"
"1765118238-346","https://sn.coinafrique.com/categorie/chiens?page=7","","","https://images.coinafrique.com/thumb_3378644_uploaded_image1_1633871570.jpg","Parcelle Assainies, Dakar, Sénégal","175CFA","Chiots berger allemand"
"1765118238-347","https://sn.coinafrique.com/categorie/chiens?page=7","","","https://images.coinafrique.com/thumb_3376533_uploaded_image1_1633740684.jpg","Dakar, Sénégal","220CFA","Femelle berger"
"1765118238-348","https://sn.coinafrique.com/categorie/chiens?page=7","","","https://images.coinafrique.com/thumb_3368938_uploaded_image1_1633428420.jpg","Keur Massar, Sénégal","150 000CFA","Chiot berger allemand"
"1765118238-349","https://sn.coinafrique.com/categorie/chiens?page=7","","","https://images.coinafrique.com/thumb_3368452_uploaded_image1_1633396286.jpg","Dakar, Sénégal","150 000CFA","Pitbull pur-sang"
"1765118238-350","https://sn.coinafrique.com/categorie/chiens?page=7","","","https://images.coinafrique.com/thumb_3367797_uploaded_image1_1633361188.jpg","Rufisque, Sénégal","300 000CFA","Chiot pitbull"
"1765118238-351","https://sn.coinafrique.com/categorie/chiens?page=7","","","https://images.coinafrique.com/thumb_3366373_uploaded_image1_1633299895.jpg","Rufisque, Sénégal","300 000CFA","Chien berger belge malinois"
"1765118238-352","https://sn.coinafrique.com/categorie/chiens?page=7","","","https://images.coinafrique.com/thumb_3366238_uploaded_image1_1633294009.jpg","Thies, Sénégal","450 000CFA","Chiots boerboels"
"1765118238-353","https://sn.coinafrique.com/categorie/chiens?page=7","","","https://images.coinafrique.com/thumb_3358891_uploaded_image1_1632962876.jpg","Sicap Liberté, Dakar, Sénégal","300 000CFA","Chiot Bichon maltais"
"1765118238-354","https://sn.coinafrique.com/categorie/chiens?page=7","","","https://images.coinafrique.com/thumb_3348655_uploaded_image1_1632345423.jpg","Hann Bel-Air, Dakar, Sénégal","100 000CFA","Chiots berger allemand"
"1765118238-355","https://sn.coinafrique.com/categorie/chiens?page=7","","","https://images.coinafrique.com/thumb_3347884_uploaded_image1_1632317614.jpg","Parcelle Assainies, Dakar, Sénégal","150 000CFA","Chiot"
"1765118243-356","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_4034427_uploaded_image1_1672853648.jpg","Saly, Sénégal","350 000CFA","Chiots cane corso"
"1765118243-357","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_4027584_uploaded_image1_1672347137.jpg","Dieuppeul-Derklé, Dakar, Sénégal","130 000CFA","Chiots bichon"
"1765118243-358","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_4025449_uploaded_image1_1672213204.jpg","Dieuppeul-Derklé, Dakar, Sénégal","30 000CFA","Chiots Bichons"
"1765118243-359","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_4025445_uploaded_image1_1672213016.jpg","Dieuppeul-Derklé, Dakar, Sénégal","130 000CFA","Chiot Bichon"
"1765118243-360","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_4023358_uploaded_image1_1672057592.jpg","Cambérène, Dakar, Sénégal","150 000CFA","Chiots Husky"
"1765118243-361","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_4018249_uploaded_image1_1671629171.jpg","Cambérène, Dakar, Sénégal","200 000CFA","Chiot Husky"
"1765118243-362","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_4005622_uploaded_image1_1670861007.jpg","Colobane, Dakar, Sénégal","150 000CFA","Chiot Berger Allemand"
"1765118243-363","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3997099_uploaded_image1_1670356944.jpg","Dakar, Sénégal","120 000CFA","Mâle Pitbull"
"1765118243-364","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3989786_uploaded_image1_1669973666.jpg","Thies, Sénégal","250 000CFA","Femelle Berger Allemand"
"1765118243-365","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3975894_uploaded_image1_1669133398.jpg","Mermoz-Sacré Coeur, Dakar, Sénégal","120 000CFA","Chiot Bichon Maltais"
"1765118243-366","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3962314_uploaded_image1_1668265811.jpg","Cambérène, Dakar, Sénégal","250 000CFA","Chiots"
"1765118243-367","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3961682_uploaded_image3_1668213260.jpeg","Pikine, Sénégal","1 200 000CFA","Berger Malinois"
"1765118243-368","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3961680_uploaded_image3_1668213126.jpeg","Pikine, Sénégal","1 200 000CFA","Berger Malinois"
"1765118243-369","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3950534_uploaded_image1_1667574665.jpg","Pikine, Sénégal","500 000CFA","Femelle Husky"
"1765118243-370","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3950528_uploaded_image1_1667574423.jpg","Pikine, Sénégal","600 000CFA","Mâle Boerbull"
"1765118243-371","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3940749_uploaded_image1_1667047501.jpg","Dakar, Sénégal","150 000CFA","Chiots  Berger Allemand"
"1765118243-372","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3939343_uploaded_image1_1666955832.jpg","Ouakam, Dakar, Sénégal","200 000CFA","Bergers Belges Malinois"
"1765118243-373","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3936588_uploaded_image1_1666784160.jpg","Yoff, Dakar, Sénégal","300 000CFA","Bichon maltais"
"1765118243-374","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3919086_uploaded_image1_1665677697.jpg","Thies, Sénégal","150 000CFA","Chiot Berger Allemand"
"1765118243-375","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3917424_uploaded_image1_1665594964.jpg","Yoff, Dakar, Sénégal","150 000CFA","Chiot Béninois Marocain"
"1765118243-376","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3910219_uploaded_image1_1665140597.jpg","Mbao, Dakar, Sénégal","200 000CFA","Chiot berger allemand mâle"
"1765118243-377","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3905906_uploaded_image1_1664894472.jpg","Ouest Foire, Dakar, Sénégal","250 000CFA","Chiots Rottweilers"
"1765118243-378","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3900127_uploaded_image1_1664576111.jpg","Keur Massar, Sénégal","250 000CFA","Chien Berger Allemand"
"1765118243-379","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3899662_uploaded_image1_1664548562.jpg","Diamniadio, Sénégal","120 000CFA","Chiots métisse malinois et berger belge"
"1765118243-380","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3897557_uploaded_image1_1664409077.jpg","Mbao, Dakar, Sénégal","Prix sur demande","Chiots  Bichon"
"1765118243-381","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3895930_uploaded_image1_1664316408.jpg","Keur Massar, Sénégal","135 000CFA","Chiots  Berger Allemand"
"1765118243-382","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3893750_uploaded_image1_1664200070.jpg","Sacré-Coeur, Dakar, Sénégal","400 000CFA","Chiots Pinschers toy"
"1765118243-383","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3893742_uploaded_image1_1664199903.jpg","Sacré-Coeur, Dakar, Sénégal","500 000CFA","Chiots Bulldogs français"
"1765118243-384","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3893728_uploaded_image1_1664199709.jpg","Sacré-Coeur, Dakar, Sénégal","500 000CFA","Chiots Bulldogs français"
"1765118243-385","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3890175_uploaded_image1_1663943837.jpg","Mamelles, Dakar, Sénégal","150 000CFA","Chiots Berger Allemand"
"1765118243-386","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3874975_uploaded_image1_1662997342.jpg","Thies, Sénégal","550 000CFA","Chiot femelle boerboel"
"1765118243-387","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3874592_uploaded_image1_1662985359.jpg","Yoff, Dakar, Sénégal","300 000CFA","Chiot Berger Malinois femelle"
"1765118243-388","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3868293_uploaded_image1_1662590348.jpg","Fann-Point E-Amitié, Dakar, Sénégal","Prix sur demande","Chiot Yorkshire Toy"
"1765118243-389","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3865651_uploaded_image1_1662471125.jpg","Mbao, Dakar, Sénégal","Prix sur demande","Chiot berger"
"1765118243-390","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3865643_uploaded_image1_1662470750.jpg","Mbao, Dakar, Sénégal","Prix sur demande","Bichon maltais"
"1765118243-391","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3861980_uploaded_image1_1662259844.jpg","Sicap Liberté, Dakar, Sénégal","200 000CFA","Caniche bichon"
"1765118243-392","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3858177_uploaded_image1_1662077390.jpg","Ngaparou, Sénégal","150 000CFA","Chiot berger allemand"
"1765118243-393","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3847815_uploaded_image1_1661514913.jpg","Rufisque, Sénégal","250 000CFA","Chiots Berger Malinois"
"1765118243-394","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3842536_uploaded_image1_1661251974.jpg","Sicap Liberté, Dakar, Sénégal","400 000CFA","Chiot Husky"
"1765118243-395","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3834868_uploaded_image1_1660765064.jpg","Dakar, Sénégal","150 000CFA","Chiot pitbull"
"1765118243-396","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3834863_uploaded_image1_1660764746.jpg","Dakar, Sénégal","150 000CFA","Pitbull"
"1765118243-397","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3833295_uploaded_image1_1660690344.jpg","Mamelles, Dakar, Sénégal","390 000CFA","Chiot  Husky"
"1765118243-398","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3833288_uploaded_image1_1660689995.jpg","Mamelles, Dakar, Sénégal","210 000CFA","Chiot   Bichon"
"1765118243-399","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3832175_uploaded_image1_1660649302.jpg","Point E, Dakar, Sénégal","150 000CFA","Chiots"
"1765118243-400","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3830263_uploaded_image1_1660511399.jpg","Keur Massar, Sénégal","360 000CFA","Chiots Bichons Maltais"
"1765118243-401","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3828012_uploaded_image1_1660349111.jpg","Sicap Liberté, Dakar, Sénégal","Prix sur demande","Chiot pittbull mâle"
"1765118243-402","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3828001_uploaded_image1_1660348421.jpg","Sicap Liberté, Dakar, Sénégal","Prix sur demande","Chiot Husky"
"1765118243-403","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3826391_uploaded_image1_1660255503.jpg","Diamalaye 1, Dakar, Sénégal","600 000CFA","Husky Sibérien"
"1765118243-404","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3812064_uploaded_image1_1659491230.jpg","Keur Massar, Sénégal","250 000CFA","Chiot bichon"
"1765118243-405","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3807360_uploaded_image1_1659287153.jpg","Ngaparou, Sénégal","200 000CFA","Chiot Berger Allemand"
"1765118243-406","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3807116_uploaded_image1_1659270891.jpg","Mbao, Dakar, Sénégal","100 000CFA","Pit bull terrier"
"1765118243-407","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3804084_uploaded_image1_1659043627.jpg","Sicap Liberté, Dakar, Sénégal","Prix sur demande","Chienne Husky"
"1765118243-408","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3799036_uploaded_image1_1658767159.jpg","Fann-Point E-Amitié, Dakar, Sénégal","Prix sur demande","Chiot Samoyede"
"1765118243-409","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3798734_uploaded_image1_1658755588.jpg","Dakar, Sénégal","100 000CFA","Chiot"
"1765118243-410","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3796617_uploaded_image1_1658586347.jpg","Dakar, Sénégal","100 000CFA","Chiots métisses"
"1765118243-411","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3796612_uploaded_image1_1658586124.jpg","Dakar, Sénégal","100 000CFA","Chiens"
"1765118243-412","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3795668_uploaded_image1_1658518847.jpg","Dakar, Sénégal","200 000CFA","Chiots"
"1765118243-413","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3788228_uploaded_image1_1658070642.jpg","Mermoz-Sacré Coeur, Dakar, Sénégal","700 000CFA","Chiots bulldog français"
"1765118243-414","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3783830_uploaded_image1_1657753881.jpg","Mbao, Dakar, Sénégal","200 000CFA","Pit Bull"
"1765118243-415","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3782217_uploaded_image1_1657654646.jpg","Mbao, Dakar, Sénégal","200 000CFA","Pitbull"
"1765118243-416","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3778149_uploaded_image1_1657302373.jpg","Gueule Tapée, Dakar, Sénégal","150 000CFA","Chiot bichon maltais"
"1765118243-417","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3765560_uploaded_image1_1656635723.jpg","Mariste, Dakar, Sénégal","125 000CFA","Chiot pitbull"
"1765118243-418","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3764064_uploaded_image1_1656548750.jpg","Dakar, Sénégal","Prix sur demande","Chiot"
"1765118243-419","https://sn.coinafrique.com/categorie/chiens?page=6","","","https://images.coinafrique.com/thumb_3763206_uploaded_image1_1656503598.jpg","Mbour, Sénégal","300 000CFA","Chiots métissés berger allemand"
